Car Title,Brand,Model,Price,Year,Trim,Transmission,Fuel Type,Body Type,Power,Speeds,Horsepower,Fuel,Consumption,Width,Length,Height,Wheel Base,Seats,Number of Cylinders,Fuel Tank Capacity,Torque,Acceleration,Image Paths,URL
Arcfox Alpha T5 2026 A/T / Pro New Cash or Installment,Arcfox,Alpha T5,"1,749,900 EGP",2026,Pro,automatic,Electric,SUV,N/A,N/A,268,N/A,N/A,"1,936","4,690","1,650",2845,5,N/A,N/A,360,N/A,images\Arcfox_Alpha_T5_Pro_69470\img_1.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_2.png; images\Arcfox_Alpha_T5_Pro_69470\img_3.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_4.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_5.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_6.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_7.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_8.jpg; images\Arcfox_Alpha_T5_Pro_69470\img_9.jpg,https://eg.hatla2ee.com/en/new-car/arcfox/alpha-t5/51023
Arcfox Kaola s 2026 A/T / Air New Cash or Installment,Arcfox,Kaola S,"1,124,900 EGP",2026,Air,automatic,Electric,MiniVans,N/A,N/A,161,N/A,N/A,"1,870","4,500","1,655",2820,5,N/A,N/A,240,11,images\Arcfox_Kaola_S_Air_73813\img_1.jpg; images\Arcfox_Kaola_S_Air_73813\img_2.jpg; images\Arcfox_Kaola_S_Air_73813\img_3.jpg; images\Arcfox_Kaola_S_Air_73813\img_4.jpg; images\Arcfox_Kaola_S_Air_73813\img_5.jpg; images\Arcfox_Kaola_S_Air_73813\img_6.jpg; images\Arcfox_Kaola_S_Air_73813\img_7.jpg; images\Arcfox_Kaola_S_Air_73813\img_8.jpg,https://eg.hatla2ee.com/en/new-car/arcfox/kaola-s/51020
Arcfox Kaola s 2026 A/T / Pro New Cash or Installment,Arcfox,Kaola S,"1,199,900 EGP",2026,Pro,automatic,N/A,MiniVans,N/A,N/A,161,N/A,N/A,"1,870","4,500","1,655",2820,5,N/A,N/A,240,11,images\Arcfox_Kaola_S_Pro_76829\img_1.jpg; images\Arcfox_Kaola_S_Pro_76829\img_2.jpg; images\Arcfox_Kaola_S_Pro_76829\img_3.jpg; images\Arcfox_Kaola_S_Pro_76829\img_4.jpg; images\Arcfox_Kaola_S_Pro_76829\img_5.jpg; images\Arcfox_Kaola_S_Pro_76829\img_6.jpg; images\Arcfox_Kaola_S_Pro_76829\img_7.jpg; images\Arcfox_Kaola_S_Pro_76829\img_8.jpg,https://eg.hatla2ee.com/en/new-car/arcfox/kaola-s/51021
Arcfox T1 2026 A/T / Pro New Cash or Installment,Arcfox,T1,"789,900 EGP",2026,Pro,automatic,Electric,N/A,N/A,N/A,95,N/A,N/A,"1,860","4,337","1,572",2770,5,N/A,N/A,176,N/A,images\Arcfox_T1_Pro_80081\img_1.png; images\Arcfox_T1_Pro_80081\img_2.png; images\Arcfox_T1_Pro_80081\img_3.png; images\Arcfox_T1_Pro_80081\img_4.png; images\Arcfox_T1_Pro_80081\img_5.png; images\Arcfox_T1_Pro_80081\img_6.png; images\Arcfox_T1_Pro_80081\img_7.png; images\Arcfox_T1_Pro_80081\img_8.png,https://eg.hatla2ee.com/en/new-car/arcfox/t1/51018
Arcfox T1 2026 A/T / Plus New Cash or Installment,Arcfox,T1,"849,900 EGP",2026,Plus,automatic,N/A,N/A,N/A,N/A,95,N/A,N/A,"1,860","4,337","1,572",2770,5,N/A,N/A,176,N/A,images\Arcfox_T1_Plus_83702\img_1.png; images\Arcfox_T1_Plus_83702\img_2.png; images\Arcfox_T1_Plus_83702\img_3.png; images\Arcfox_T1_Plus_83702\img_4.png; images\Arcfox_T1_Plus_83702\img_5.png; images\Arcfox_T1_Plus_83702\img_6.png; images\Arcfox_T1_Plus_83702\img_7.png; images\Arcfox_T1_Plus_83702\img_8.png,https://eg.hatla2ee.com/en/new-car/arcfox/t1/51019
Aston Martin Vantage Roadster 2020 Automtic New Cash or Installment,Aston Martin,Vantage Roadster,"132,902 EGP",2020,Automtic,automatic,gas,Coupe,4000,8,503,95,10.3,"1,942","4,465","1,273",2704,2,8,73,685,3.6,images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_1.jpg; images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_2.png; images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_3.jpg; images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_4.jpg; images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_5.jpg; images\Aston_Martin_Vantage_Roadster_Automtic_70580\img_6.jpg,https://eg.hatla2ee.com/en/new-car/aston-martin/vantage-roadster/31728
Audi Q2 2025 A/T / S Line New Cash or Installment,Audi,Q2,"2,100,000 EGP",2025,S Line,automatic,gas,SUV,1400,7,150,95,5.1,"1,794","4,191","1,508",2595,5,4,50,200,10.3,images\Audi_Q2_S_Line_74179\img_1.jpg; images\Audi_Q2_S_Line_74179\img_2.jpg; images\Audi_Q2_S_Line_74179\img_3.jpg; images\Audi_Q2_S_Line_74179\img_4.jpg; images\Audi_Q2_S_Line_74179\img_5.jpg; images\Audi_Q2_S_Line_74179\img_6.jpg; images\Audi_Q2_S_Line_74179\img_7.jpg; images\Audi_Q2_S_Line_74179\img_8.png; images\Audi_Q2_S_Line_74179\img_9.jpg; images\Audi_Q2_S_Line_74179\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/Q2/50293
Audi Q2 2026 A/T / S Line New Cash or Installment,Audi,Q2,"2,200,000 EGP",2026,S Line,automatic,gas,SUV,1400,7,150,95,5.1,"1,794","4,191","1,508",2595,5,4,50,200,10.3,images\Audi_Q2_S_Line_77869\img_1.jpg; images\Audi_Q2_S_Line_77869\img_2.jpg; images\Audi_Q2_S_Line_77869\img_3.jpg; images\Audi_Q2_S_Line_77869\img_4.jpg; images\Audi_Q2_S_Line_77869\img_5.jpg; images\Audi_Q2_S_Line_77869\img_6.jpg; images\Audi_Q2_S_Line_77869\img_7.jpg; images\Audi_Q2_S_Line_77869\img_8.jpg; images\Audi_Q2_S_Line_77869\img_9.jpg; images\Audi_Q2_S_Line_77869\img_10.png,https://eg.hatla2ee.com/en/new-car/audi/Q2/50877
Audi Q8 E-tron 2024 Automtic New Cash or Installment,Audi,Q8 E Tron,"4,990,000 EGP",2024,Q8 E-tron  Automtic,automatic,Electric,SUV,N/A,N/A,408,N/A,5.6,"1,937","4,915","1,619",2928,5,N/A,N/A,664,N/A,images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_1.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_2.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_3.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_4.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_5.png; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_6.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_7.jpg; images\Audi_Q8_E_Tron_Q8_E-tron__Automtic_81246\img_8.jpg,https://eg.hatla2ee.com/en/new-car/audi/Q8-E-tron/48135
Audi Q8 E-tron 2024 A/T / Top Line New Cash or Installment,Audi,Q8 E Tron,"5,150,000 EGP",2024,Top Line,automatic,Electric,SUV,N/A,N/A,408,N/A,5.6,"1,937","4,915","1,619",2928,5,N/A,N/A,664,N/A,images\Audi_Q8_E_Tron_Top_Line_84962\img_1.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_2.png; images\Audi_Q8_E_Tron_Top_Line_84962\img_3.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_4.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_5.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_6.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_7.jpg; images\Audi_Q8_E_Tron_Top_Line_84962\img_8.jpg,https://eg.hatla2ee.com/en/new-car/audi/Q8-E-tron/48141
Audi Q8 E-tron 2024 A/T / Sportback New Cash or Installment,Audi,Q8 E Tron,"5,200,000 EGP",2024,Sportback,automatic,Electric,SUV,N/A,N/A,408,N/A,5.6,"1,937","4,915","1,619",2928,5,N/A,N/A,664,N/A,images\Audi_Q8_E_Tron_Sportback_72038\img_1.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_2.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_3.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_4.png; images\Audi_Q8_E_Tron_Sportback_72038\img_5.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_6.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_7.jpg; images\Audi_Q8_E_Tron_Sportback_72038\img_8.jpg,https://eg.hatla2ee.com/en/new-car/audi/Q8-E-tron/48142
Audi Q8 E-tron 2024 A/T / Sportback / H/L New Cash or Installment,Audi,Q8 E Tron,"5,350,000 EGP",2024,Baseline,automatic,Electric,SUV,N/A,N/A,408,N/A,5.6,"1,937","4,915","1,619",2928,5,N/A,N/A,664,N/A,images\Audi_Q8_E_Tron_Baseline_75693\img_1.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_2.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_3.png; images\Audi_Q8_E_Tron_Baseline_75693\img_4.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_5.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_6.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_7.jpg; images\Audi_Q8_E_Tron_Baseline_75693\img_8.jpg,https://eg.hatla2ee.com/en/new-car/audi/Q8-E-tron/48145
Audi RS Q8 2024 Automtic New Cash or Installment,Audi,Rs Q8,"7,600,000 EGP",2024,Automtic,automatic,gas,4x4,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,images\Audi_Rs_Q8_Automtic_79028\img_1.jpg; images\Audi_Rs_Q8_Automtic_79028\img_2.jpg; images\Audi_Rs_Q8_Automtic_79028\img_3.jpg; images\Audi_Rs_Q8_Automtic_79028\img_4.jpg; images\Audi_Rs_Q8_Automtic_79028\img_5.jpg; images\Audi_Rs_Q8_Automtic_79028\img_6.jpg; images\Audi_Rs_Q8_Automtic_79028\img_7.png; images\Audi_Rs_Q8_Automtic_79028\img_8.jpg; images\Audi_Rs_Q8_Automtic_79028\img_9.jpg; images\Audi_Rs_Q8_Automtic_79028\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/RS-Q8/48069
Audi RS e-Tron 2024 Automtic New Cash or Installment,Audi,Rs E Tron,"7,900,000 EGP",2024,RS e-Tron  Automtic,automatic,Electric,Coupe,N/A,N/A,N/A,N/A,3.3,"2,158","4,989","1,414",2900,2,N/A,N/A,830,N/A,images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_1.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_2.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_3.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_4.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_5.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_6.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_7.jpg; images\Audi_Rs_E_Tron_RS_e-Tron__Automtic_82391\img_8.png,https://eg.hatla2ee.com/en/new-car/audi/RS-e-Tron/48072
Audi RS e-Tron 2025 A/T / S Line New Cash or Installment,Audi,Rs E Tron,"6,400,000 EGP",2025,S Line,automatic,Electric,Coupe,N/A,N/A,600,N/A,3.3,"2,158","4,989","1,414",2900,2,N/A,N/A,830,3.3,images\Audi_Rs_E_Tron_S_Line_85356\img_1.png; images\Audi_Rs_E_Tron_S_Line_85356\img_2.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_3.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_4.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_5.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_6.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_7.jpg; images\Audi_Rs_E_Tron_S_Line_85356\img_8.jpg,https://eg.hatla2ee.com/en/new-car/audi/RS-e-Tron/50303
Audi A3 2025 A/T / S-Line New Cash or Installment,Audi,A3,"2,350,000 EGP",2025,S-Line,automatic,gas,Sedan,1400,8,150,95,4.9,"1,816","4,495","1,425",2636,5,4,50,250,8.4,images\Audi_A3_S-Line_73855\img_1.jpg; images\Audi_A3_S-Line_73855\img_2.jpg; images\Audi_A3_S-Line_73855\img_3.jpg; images\Audi_A3_S-Line_73855\img_4.jpg; images\Audi_A3_S-Line_73855\img_5.jpg; images\Audi_A3_S-Line_73855\img_6.jpg; images\Audi_A3_S-Line_73855\img_7.png; images\Audi_A3_S-Line_73855\img_8.jpg; images\Audi_A3_S-Line_73855\img_9.jpg; images\Audi_A3_S-Line_73855\img_10.jpg; images\Audi_A3_S-Line_73855\img_11.jpg,https://eg.hatla2ee.com/en/new-car/audi/a3/50290
Audi A3 2025 A/T / Sport back New Cash or Installment,Audi,A3,"2,250,000 EGP",2025,Sport back,automatic,gas,Sedan,1400,8,150,95,4.9,0,N/A,N/A,N/A,5,4,50,250,8.4,images\Audi_A3_Sport_back_78235\img_1.jpg; images\Audi_A3_Sport_back_78235\img_2.jpg; images\Audi_A3_Sport_back_78235\img_3.jpg; images\Audi_A3_Sport_back_78235\img_4.jpg,https://eg.hatla2ee.com/en/new-car/audi/a3/50291
Audi A3 2026 A/T / S-Line New Cash or Installment,Audi,A3,"2,400,000 EGP",2026,S-Line,automatic,gas,Sedan,1400,8,150,95,4.9,"1,816","4,495","1,425",2636,5,4,50,250,8.4,images\Audi_A3_S-Line_80514\img_1.png; images\Audi_A3_S-Line_80514\img_2.jpg; images\Audi_A3_S-Line_80514\img_3.jpg; images\Audi_A3_S-Line_80514\img_4.jpg; images\Audi_A3_S-Line_80514\img_5.jpg; images\Audi_A3_S-Line_80514\img_6.jpg; images\Audi_A3_S-Line_80514\img_7.jpg; images\Audi_A3_S-Line_80514\img_8.jpg; images\Audi_A3_S-Line_80514\img_9.jpg,https://eg.hatla2ee.com/en/new-car/audi/a3/50872
Audi A3 2026 A/T / Sportback New Cash or Installment,Audi,A3,"2,300,000 EGP",2026,Sportback,automatic,gas,Sedan,1400,8,150,95,4.9,0,N/A,N/A,N/A,5,4,50,250,8.4,images\Audi_A3_Sportback_83748\img_1.png; images\Audi_A3_Sportback_83748\img_2.jpg; images\Audi_A3_Sportback_83748\img_3.jpg; images\Audi_A3_Sportback_83748\img_4.jpg; images\Audi_A3_Sportback_83748\img_5.jpg; images\Audi_A3_Sportback_83748\img_6.jpg; images\Audi_A3_Sportback_83748\img_7.jpg; images\Audi_A3_Sportback_83748\img_8.jpg; images\Audi_A3_Sportback_83748\img_9.jpg,https://eg.hatla2ee.com/en/new-car/audi/a3/50873
Audi A4 2024 A/T / S Line Plus New Cash or Installment,Audi,A4,"2,750,000 EGP",2024,S Line Plus,automatic,gas,Sedan,2000,7,190,92,6.5,"1,847","4,672","1,428",N/A,5,4,75,270,8.6,images\Audi_A4_S_Line_Plus_87264\img_1.jpg; images\Audi_A4_S_Line_Plus_87264\img_2.jpg; images\Audi_A4_S_Line_Plus_87264\img_3.jpg; images\Audi_A4_S_Line_Plus_87264\img_4.png; images\Audi_A4_S_Line_Plus_87264\img_5.jpg; images\Audi_A4_S_Line_Plus_87264\img_6.jpg; images\Audi_A4_S_Line_Plus_87264\img_7.jpg; images\Audi_A4_S_Line_Plus_87264\img_8.jpg; images\Audi_A4_S_Line_Plus_87264\img_9.jpg; images\Audi_A4_S_Line_Plus_87264\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a4/48004
Audi A8 2025 A/T / S-Line Long New Cash or Installment,Audi,A8,"9,350,000 EGP",2025,S-Line Long,automatic,gas,Sedan,3000,N/A,340,N/A,N/A,0,N/A,N/A,N/A,5,6,N/A,N/A,N/A,images\Audi_A8_S-Line_Long_90947\img_1.png; images\Audi_A8_S-Line_Long_90947\img_2.jpg; images\Audi_A8_S-Line_Long_90947\img_3.jpg; images\Audi_A8_S-Line_Long_90947\img_4.jpg; images\Audi_A8_S-Line_Long_90947\img_5.jpg,https://eg.hatla2ee.com/en/new-car/audi/a8/50292
Audi Q3 2025 A/T / Advanced New Cash or Installment,Audi,Q3,"2,450,000 EGP",2025,Advanced,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_Advanced_94002\img_1.jpg; images\Audi_Q3_Advanced_94002\img_2.jpg; images\Audi_Q3_Advanced_94002\img_3.jpg; images\Audi_Q3_Advanced_94002\img_4.jpg; images\Audi_Q3_Advanced_94002\img_5.jpg; images\Audi_Q3_Advanced_94002\img_6.jpg; images\Audi_Q3_Advanced_94002\img_7.jpg; images\Audi_Q3_Advanced_94002\img_8.jpg; images\Audi_Q3_Advanced_94002\img_9.jpg; images\Audi_Q3_Advanced_94002\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50294
Audi Q3 2025 A/T / S-Line New Cash or Installment,Audi,Q3,"2,670,000 EGP",2025,S-Line,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_S-Line_98003\img_1.jpg; images\Audi_Q3_S-Line_98003\img_2.jpg; images\Audi_Q3_S-Line_98003\img_3.jpg; images\Audi_Q3_S-Line_98003\img_4.jpg; images\Audi_Q3_S-Line_98003\img_5.jpg; images\Audi_Q3_S-Line_98003\img_6.jpg; images\Audi_Q3_S-Line_98003\img_7.jpg; images\Audi_Q3_S-Line_98003\img_8.jpg; images\Audi_Q3_S-Line_98003\img_9.jpg; images\Audi_Q3_S-Line_98003\img_10.jpg; images\Audi_Q3_S-Line_98003\img_11.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50295
Audi Q3 2025 A/T / Sport back New Cash or Installment,Audi,Q3,"2,850,000 EGP",2025,Sport back,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_Sport_back_1794\img_1.jpg; images\Audi_Q3_Sport_back_1794\img_2.jpg; images\Audi_Q3_Sport_back_1794\img_3.jpg; images\Audi_Q3_Sport_back_1794\img_4.jpg; images\Audi_Q3_Sport_back_1794\img_5.jpg; images\Audi_Q3_Sport_back_1794\img_6.jpg; images\Audi_Q3_Sport_back_1794\img_7.jpg; images\Audi_Q3_Sport_back_1794\img_8.jpg; images\Audi_Q3_Sport_back_1794\img_9.jpg; images\Audi_Q3_Sport_back_1794\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50296
Audi Q3 2025 A/T / Sport back B/L New Cash or Installment,Audi,Q3,"2,925,000 EGP",2025,Baseline,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_Baseline_5467\img_1.jpg; images\Audi_Q3_Baseline_5467\img_2.jpg; images\Audi_Q3_Baseline_5467\img_3.jpg; images\Audi_Q3_Baseline_5467\img_4.jpg; images\Audi_Q3_Baseline_5467\img_5.jpg; images\Audi_Q3_Baseline_5467\img_6.jpg; images\Audi_Q3_Baseline_5467\img_7.jpg; images\Audi_Q3_Baseline_5467\img_8.jpg; images\Audi_Q3_Baseline_5467\img_9.jpg; images\Audi_Q3_Baseline_5467\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50297
Audi A5 2025 A/T / Advanced New Cash or Installment,Audi,A5,"3,375,000 EGP",2025,Advanced,DSG,gas,Sedan,2000,7,196,95,N/A,0,N/A,N/A,N/A,5,4,N/A,340,7.8,images\Audi_A5_Advanced_89084\img_1.jpg; images\Audi_A5_Advanced_89084\img_2.jpg; images\Audi_A5_Advanced_89084\img_3.jpg; images\Audi_A5_Advanced_89084\img_4.jpg; images\Audi_A5_Advanced_89084\img_5.jpg; images\Audi_A5_Advanced_89084\img_6.png; images\Audi_A5_Advanced_89084\img_7.jpg; images\Audi_A5_Advanced_89084\img_8.jpg; images\Audi_A5_Advanced_89084\img_9.jpg; images\Audi_A5_Advanced_89084\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a5/50691
Audi A5 2026 A/T / Advanced New Cash or Installment,Audi,A5,"3,375,000 EGP",2026,Advanced,DSG,gas,Sedan,2000,7,196,95,N/A,0,N/A,N/A,N/A,5,4,N/A,340,7.8,images\Audi_A5_Advanced_93726\img_1.jpg; images\Audi_A5_Advanced_93726\img_2.jpg; images\Audi_A5_Advanced_93726\img_3.jpg; images\Audi_A5_Advanced_93726\img_4.jpg; images\Audi_A5_Advanced_93726\img_5.jpg; images\Audi_A5_Advanced_93726\img_6.jpg; images\Audi_A5_Advanced_93726\img_7.jpg; images\Audi_A5_Advanced_93726\img_8.jpg; images\Audi_A5_Advanced_93726\img_9.png; images\Audi_A5_Advanced_93726\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a5/50874
Audi A5 2026 A/T / S-Line New Cash or Installment,Audi,A5,"3,850,000 EGP",2026,S-Line,DSG,gas,Sedan,2000,7,196,95,N/A,0,N/A,N/A,N/A,5,4,N/A,340,7.8,images\Audi_A5_S-Line_97853\img_1.jpg; images\Audi_A5_S-Line_97853\img_2.jpg; images\Audi_A5_S-Line_97853\img_3.jpg; images\Audi_A5_S-Line_97853\img_4.jpg; images\Audi_A5_S-Line_97853\img_5.jpg; images\Audi_A5_S-Line_97853\img_6.jpg; images\Audi_A5_S-Line_97853\img_7.jpg; images\Audi_A5_S-Line_97853\img_8.png; images\Audi_A5_S-Line_97853\img_9.jpg; images\Audi_A5_S-Line_97853\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a5/50875
Audi A5 2026 A/T / S-Line PLUS New Cash or Installment,Audi,A5,"4,400,000 EGP",2026,S-Line PLUS,DSG,gas,Sedan,2000,7,196,95,N/A,0,N/A,N/A,N/A,5,4,N/A,340,7.8,images\Audi_A5_S-Line_PLUS_1453\img_1.jpg; images\Audi_A5_S-Line_PLUS_1453\img_2.jpg; images\Audi_A5_S-Line_PLUS_1453\img_3.png; images\Audi_A5_S-Line_PLUS_1453\img_4.jpg; images\Audi_A5_S-Line_PLUS_1453\img_5.jpg; images\Audi_A5_S-Line_PLUS_1453\img_6.jpg; images\Audi_A5_S-Line_PLUS_1453\img_7.jpg; images\Audi_A5_S-Line_PLUS_1453\img_8.jpg; images\Audi_A5_S-Line_PLUS_1453\img_9.jpg; images\Audi_A5_S-Line_PLUS_1453\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a5/50876
Audi A6 2024 A/T / S Line New Cash or Installment,Audi,A6,"4,300,000 EGP",2024,S Line,automatic,gas,Sedan,2000,7,190,95,6.5,"1,886","4,939","1,457",2924,5,4,73,320,8.1,images\Audi_A6_S_Line_5997\img_1.jpg; images\Audi_A6_S_Line_5997\img_2.jpg; images\Audi_A6_S_Line_5997\img_3.png; images\Audi_A6_S_Line_5997\img_4.jpg; images\Audi_A6_S_Line_5997\img_5.jpg; images\Audi_A6_S_Line_5997\img_6.jpg; images\Audi_A6_S_Line_5997\img_7.jpg; images\Audi_A6_S_Line_5997\img_8.jpg; images\Audi_A6_S_Line_5997\img_9.jpg; images\Audi_A6_S_Line_5997\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/a6/48009
Audi Q3 2025 A/T / Sport back 2.0L New Cash or Installment,Audi,Q3,"3,800,000 EGP",2025,Sport back 2.0L,automatic,gas,SUV,2000,8,190,95,7.5,"1,856","4,484","1,585",N/A,5,4,75,320,7.4,images\Audi_Q3_Sport_back_2.0L_91603\img_1.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_2.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_3.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_4.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_5.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_6.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_7.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_8.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_9.jpg; images\Audi_Q3_Sport_back_2.0L_91603\img_10.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50298
Audi Q3 2026 A/T / Advanced New Cash or Installment,Audi,Q3,"2,500,000 EGP",2026,Advanced,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_Advanced_96303\img_1.jpg; images\Audi_Q3_Advanced_96303\img_2.jpg; images\Audi_Q3_Advanced_96303\img_3.jpg; images\Audi_Q3_Advanced_96303\img_4.jpg; images\Audi_Q3_Advanced_96303\img_5.jpg; images\Audi_Q3_Advanced_96303\img_6.jpg; images\Audi_Q3_Advanced_96303\img_7.jpg; images\Audi_Q3_Advanced_96303\img_8.jpg; images\Audi_Q3_Advanced_96303\img_9.jpg; images\Audi_Q3_Advanced_96303\img_10.jpg; images\Audi_Q3_Advanced_96303\img_11.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50882
Audi Q3 2026 A/T / S-Line New Cash or Installment,Audi,Q3,"2,725,000 EGP",2026,S-Line,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_S-Line_88\img_1.jpg; images\Audi_Q3_S-Line_88\img_2.jpg; images\Audi_Q3_S-Line_88\img_3.jpg; images\Audi_Q3_S-Line_88\img_4.jpg; images\Audi_Q3_S-Line_88\img_5.jpg; images\Audi_Q3_S-Line_88\img_6.jpg; images\Audi_Q3_S-Line_88\img_7.jpg; images\Audi_Q3_S-Line_88\img_8.jpg; images\Audi_Q3_S-Line_88\img_9.jpg; images\Audi_Q3_S-Line_88\img_10.jpg; images\Audi_Q3_S-Line_88\img_11.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50883
Audi Q3 2026 A/T / Sport back New Cash or Installment,Audi,Q3,"2,900,000 EGP",2026,Sport back,automatic,gas,SUV,1400,6,150,95,5.9,"1,856","4,484","1,616",2680,5,4,54,250,9.2,images\Audi_Q3_Sport_back_3841\img_1.jpg; images\Audi_Q3_Sport_back_3841\img_2.jpg; images\Audi_Q3_Sport_back_3841\img_3.jpg; images\Audi_Q3_Sport_back_3841\img_4.jpg; images\Audi_Q3_Sport_back_3841\img_5.jpg; images\Audi_Q3_Sport_back_3841\img_6.jpg; images\Audi_Q3_Sport_back_3841\img_7.jpg; images\Audi_Q3_Sport_back_3841\img_8.jpg; images\Audi_Q3_Sport_back_3841\img_9.jpg; images\Audi_Q3_Sport_back_3841\img_10.jpg; images\Audi_Q3_Sport_back_3841\img_11.jpg,https://eg.hatla2ee.com/en/new-car/audi/q3/50884
